A4 teach_family name=fmuk conf=0.560 centroid=-0.000,0.002,0.007,-0.002,-0.003,-0.006,0.006,-0.001,0.010,0.011,0.008,-0.005,0.001,0.004,-0.005,0.001,-0.005,0.003,0.005,0.014,-0.009,-0.001,0.005,-0.002,-0.002,0.005,0.000,0.004,-0.003,-0.002,-0.008,0.001
A21 teach_family name=fbelsuzev conf=1.000 centroid=0.001,0.001,0.000,-0.003,0.005,0.004,0.003,-0.000,-0.004,0.001,0.008,-0.006,0.002,-0.008,-0.003,-0.009,-0.001,-0.002,-0.001,-0.001,0.002,-0.006,0.000,0.002,0.002,0.002,0.005,0.001,0.007,0.004,0.005,0.003
A21 teach_family name=fmuk conf=0.560 centroid=-0.000,0.002,0.007,-0.002,-0.003,-0.006,0.006,-0.001,0.010,0.011,0.008,-0.005,0.001,0.004,-0.005,0.001,-0.005,0.003,0.005,0.014,-0.009,-0.001,0.005,-0.002,-0.002,0.005,0.000,0.004,-0.003,-0.002,-0.008,0.001
A21 teach_family name=flotol conf=0.400 centroid=0.001,0.003,0.003,0.001,0.001,0.003,-0.000,-0.003,0.006,0.004,0.005,-0.009,0.005,0.003,0.006,-0.006,-0.002,-0.008,-0.004,0.001,0.001,-0.006,-0.004,0.005,-0.003,-0.006,-0.003,-0.003,-0.009,-0.006,-0.004,0.003
A7 teach_family name=fvaktarsu conf=1.000 centroid=0.001,-0.003,-0.005,-0.008,0.003,0.002,-0.009,0.004,-0.001,-0.006,0.009,-0.010,-0.005,0.004,-0.006,-0.000,-0.004,-0.005,-0.004,-0.004,0.003,-0.004,0.004,0.007,0.007,0.001,0.001,0.003,0.001,0.006,-0.006,0.000
A7 teach_family name=fmuk conf=0.560 centroid=-0.000,0.002,0.007,-0.002,-0.003,-0.006,0.006,-0.001,0.010,0.011,0.008,-0.005,0.001,0.004,-0.005,0.001,-0.005,0.003,0.005,0.014,-0.009,-0.001,0.005,-0.002,-0.002,0.005,0.000,0.004,-0.003,-0.002,-0.008,0.001
A7 teach_family name=fka conf=0.400 centroid=0.001,-0.000,-0.007,-0.009,0.001,0.005,-0.008,0.003,0.001,-0.003,0.013,-0.011,-0.003,0.002,-0.005,-0.006,-0.000,-0.006,-0.002,-0.003,0.002,-0.001,-0.000,0.008,0.006,-0.002,0.001,0.006,0.003,0.005,-0.001,0.000
A18 teach_family name=flolo conf=1.000 centroid=0.001,0.001,0.000,0.005,-0.004,0.001,-0.003,0.001,-0.003,-0.002,-0.006,-0.005,-0.001,0.003,-0.002,-0.003,-0.000,-0.010,0.004,0.003,0.003,-0.005,-0.007,0.005,0.001,0.004,0.002,0.007,-0.004,0.002,0.004,-0.000
A18 teach_family name=fmuk conf=0.560 centroid=-0.000,0.002,0.007,-0.002,-0.003,-0.006,0.006,-0.001,0.010,0.011,0.008,-0.005,0.001,0.004,-0.005,0.001,-0.005,0.003,0.005,0.014,-0.009,-0.001,0.005,-0.002,-0.002,0.005,0.000,0.004,-0.003,-0.002,-0.008,0.001
A18 teach_family name=flotol conf=0.400 centroid=0.001,0.003,0.003,0.001,0.001,0.003,-0.000,-0.003,0.006,0.004,0.005,-0.009,0.005,0.003,0.006,-0.006,-0.002,-0.008,-0.004,0.001,0.001,-0.006,-0.004,0.005,-0.003,-0.006,-0.003,-0.003,-0.009,-0.006,-0.004,0.003
A27 teach_family name=fvak conf=0.940 centroid=0.001,0.006,0.004,-0.005,-0.002,0.006,0.006,0.004,-0.011,0.005,-0.003,-0.013,-0.004,-0.011,0.004,-0.004,-0.005,-0.005,-0.001,0.006,0.005,-0.001,0.004,0.003,0.004,-0.003,0.009,0.016,0.008,-0.003,0.006,0.005
A27 teach_family name=fmuk conf=0.560 centroid=-0.000,0.002,0.007,-0.002,-0.003,-0.006,0.006,-0.001,0.010,0.011,0.008,-0.005,0.001,0.004,-0.005,0.001,-0.005,0.003,0.005,0.014,-0.009,-0.001,0.005,-0.002,-0.002,0.005,0.000,0.004,-0.003,-0.002,-0.008,0.001
A27 teach_family name=fbel conf=0.480 centroid=0.000,0.004,0.007,0.000,-0.007,0.006,-0.003,-0.000,-0.005,0.005,-0.006,0.001,-0.007,0.004,-0.000,-0.005,0.001,-0.002,-0.003,0.003,0.003,0.002,-0.001,0.005,-0.004,-0.003,0.001,0.001,0.001,0.001,0.001,-0.004
A3 teach_family name=fbelrinrin conf=1.000 centroid=0.000,0.003,0.000,-0.007,-0.009,0.005,0.001,-0.006,0.003,-0.005,-0.001,-0.003,0.000,-0.009,0.001,0.003,-0.004,-0.000,-0.005,0.001,0.005,0.001,0.002,0.009,0.000,0.002,0.010,0.014,0.009,0.000,-0.004,-0.008
A3 teach_family name=fmuk conf=0.560 centroid=-0.000,0.002,0.007,-0.002,-0.003,-0.006,0.006,-0.001,0.010,0.011,0.008,-0.005,0.001,0.004,-0.005,0.001,-0.005,0.003,0.005,0.014,-0.009,-0.001,0.005,-0.002,-0.002,0.005,0.000,0.004,-0.003,-0.002,-0.008,0.001
A3 teach_family name=fvakmuk conf=0.460 centroid=0.001,0.004,-0.001,0.002,0.001,-0.005,-0.005,-0.002,-0.007,-0.007,-0.001,-0.003,0.004,0.001,0.003,-0.004,0.001,-0.008,0.002,0.003,0.000,-0.006,-0.006,0.003,0.003,-0.005,0.005,0.004,0.008,0.004,-0.001,0.003
A1 teach_family name=fzevmukmuk conf=1.000 centroid=0.001,-0.002,0.002,0.005,-0.007,0.010,-0.003,0.001,0.004,-0.000,-0.001,-0.004,-0.006,0.005,0.003,0.005,-0.001,-0.007,-0.005,-0.003,0.009,-0.007,-0.010,0.007,-0.006,-0.005,0.004,0.006,0.007,0.001,0.001,-0.003
A1 teach_family name=fmuk conf=0.560 centroid=-0.000,0.002,0.007,-0.002,-0.003,-0.006,0.006,-0.001,0.010,0.011,0.008,-0.005,0.001,0.004,-0.005,0.001,-0.005,0.003,0.005,0.014,-0.009,-0.001,0.005,-0.002,-0.002,0.005,0.000,0.004,-0.003,-0.002,-0.008,0.001
A1 teach_family name=fbel conf=0.480 centroid=0.000,0.004,0.007,0.000,-0.007,0.006,-0.003,-0.000,-0.005,0.005,-0.006,0.001,-0.007,0.004,-0.000,-0.005,0.001,-0.002,-0.003,0.003,0.003,0.002,-0.001,0.005,-0.004,-0.003,0.001,0.001,0.001,0.001,0.001,-0.004
A3 teach_family name=fbelrinrin conf=1.000 centroid=0.000,0.003,0.000,-0.007,-0.009,0.005,0.001,-0.006,0.003,-0.005,-0.001,-0.003,0.000,-0.009,0.001,0.003,-0.004,-0.000,-0.005,0.001,0.005,0.001,0.002,0.009,0.000,0.002,0.010,0.014,0.009,0.000,-0.004,-0.008
A3 teach_family name=fmuk conf=0.560 centroid=-0.000,0.002,0.007,-0.002,-0.003,-0.006,0.006,-0.001,0.010,0.011,0.008,-0.005,0.001,0.004,-0.005,0.001,-0.005,0.003,0.005,0.014,-0.009,-0.001,0.005,-0.002,-0.002,0.005,0.000,0.004,-0.003,-0.002,-0.008,0.001
A3 teach_family name=fvakmuk conf=0.460 centroid=0.001,0.004,-0.001,0.002,0.001,-0.005,-0.005,-0.002,-0.007,-0.007,-0.001,-0.003,0.004,0.001,0.003,-0.004,0.001,-0.008,0.002,0.003,0.000,-0.006,-0.006,0.003,0.003,-0.005,0.005,0.004,0.008,0.004,-0.001,0.003
A18 teach_family name=fbel conf=1.000 centroid=0.001,0.008,0.001,0.006,-0.003,0.001,0.002,0.001,0.003,-0.002,0.009,-0.008,-0.000,-0.010,0.003,0.005,-0.001,-0.006,-0.003,-0.000,-0.001,-0.003,0.001,0.005,0.001,-0.003,0.011,0.005,-0.002,-0.001,-0.002,0.005
A18 teach_family name=fmuk conf=0.560 centroid=-0.000,0.002,0.007,-0.002,-0.003,-0.006,0.006,-0.001,0.010,0.011,0.008,-0.005,0.001,0.004,-0.005,0.001,-0.005,0.003,0.005,0.014,-0.009,-0.001,0.005,-0.002,-0.002,0.005,0.000,0.004,-0.003,-0.002,-0.008,0.001
A18 teach_family name=flotol conf=0.400 centroid=0.001,0.003,0.003,0.001,0.001,0.003,-0.000,-0.003,0.006,0.004,0.005,-0.009,0.005,0.003,0.006,-0.006,-0.002,-0.008,-0.004,0.001,0.001,-0.006,-0.004,0.005,-0.003,-0.006,-0.003,-0.003,-0.009,-0.006,-0.004,0.003
A1 teach_family name=fzevmukmuk conf=1.000 centroid=0.001,-0.002,0.002,0.005,-0.007,0.010,-0.003,0.001,0.004,-0.000,-0.001,-0.004,-0.006,0.005,0.003,0.005,-0.001,-0.007,-0.005,-0.003,0.009,-0.007,-0.010,0.007,-0.006,-0.005,0.004,0.006,0.007,0.001,0.001,-0.003
A1 teach_family name=fmuk conf=0.560 centroid=-0.000,0.002,0.007,-0.002,-0.003,-0.006,0.006,-0.001,0.010,0.011,0.008,-0.005,0.001,0.004,-0.005,0.001,-0.005,0.003,0.005,0.014,-0.009,-0.001,0.005,-0.002,-0.002,0.005,0.000,0.004,-0.003,-0.002,-0.008,0.001
A1 teach_family name=fzevvak conf=0.440 centroid=0.000,-0.001,-0.001,0.006,-0.004,0.005,-0.005,0.004,0.002,0.000,0.000,-0.007,-0.003,0.006,0.003,-0.000,-0.001,-0.004,-0.001,-0.005,0.007,-0.004,-0.009,0.010,-0.004,-0.002,0.003,0.003,0.005,-0.002,0.001,-0.001
A7 teach_family name=fmuk conf=0.560 centroid=-0.000,0.002,0.007,-0.002,-0.003,-0.006,0.006,-0.001,0.010,0.011,0.008,-0.005,0.001,0.004,-0.005,0.001,-0.005,0.003,0.005,0.014,-0.009,-0.001,0.005,-0.002,-0.002,0.005,0.000,0.004,-0.003,-0.002,-0.008,0.001
A7 teach_family name=flotarsu conf=0.420 centroid=0.000,-0.003,-0.003,-0.000,-0.007,0.002,-0.000,0.004,-0.000,-0.001,0.006,-0.005,-0.002,0.001,0.001,-0.002,0.000,-0.010,0.000,0.006,-0.003,0.001,0.006,0.010,0.005,-0.000,-0.002,0.011,0.004,-0.004,0.002,-0.002
A7 teach_family name=fka conf=0.400 centroid=0.001,-0.003,0.001,-0.004,-0.000,0.005,0.005,-0.003,0.004,0.002,-0.000,-0.009,0.003,0.005,0.006,-0.005,0.001,-0.003,-0.001,-0.005,-0.002,-0.003,0.005,0.009,0.006,-0.005,0.002,0.008,0.001,0.002,-0.003,-0.008
A6 teach_family name=fmuk conf=0.560 centroid=-0.000,0.002,0.007,-0.002,-0.003,-0.006,0.006,-0.001,0.010,0.011,0.008,-0.005,0.001,0.004,-0.005,0.001,-0.005,0.003,0.005,0.014,-0.009,-0.001,0.005,-0.002,-0.002,0.005,0.000,0.004,-0.003,-0.002,-0.008,0.001
A6 teach_family name=ftarvak conf=0.520 centroid=0.001,0.001,-0.000,0.005,0.006,-0.000,0.005,0.004,0.001,-0.001,0.001,-0.005,-0.005,0.002,-0.001,0.003,-0.001,0.000,0.000,-0.001,0.005,-0.000,0.001,0.006,0.005,0.007,0.002,0.007,-0.007,0.006,-0.001,-0.003
A6 teach_family name=flotol conf=0.400 centroid=0.001,0.003,0.003,0.001,0.001,0.003,-0.000,-0.003,0.006,0.004,0.005,-0.009,0.005,0.003,0.006,-0.006,-0.002,-0.008,-0.004,0.001,0.001,-0.006,-0.004,0.005,-0.003,-0.006,-0.003,-0.003,-0.009,-0.006,-0.004,0.003
A18 teach_family name=fmuk conf=0.560 centroid=-0.000,0.002,0.007,-0.002,-0.003,-0.006,0.006,-0.001,0.010,0.011,0.008,-0.005,0.001,0.004,-0.005,0.001,-0.005,0.003,0.005,0.014,-0.009,-0.001,0.005,-0.002,-0.002,0.005,0.000,0.004,-0.003,-0.002,-0.008,0.001
A18 teach_family name=fvak conf=0.460 centroid=0.000,0.001,0.005,0.002,-0.007,-0.001,-0.007,-0.002,0.001,-0.002,0.008,-0.006,0.001,-0.001,-0.003,0.007,-0.002,-0.008,-0.006,0.003,0.009,-0.005,0.000,0.011,0.002,0.008,0.004,-0.003,0.004,0.006,-0.002,-0.008
A18 teach_family name=flotol conf=0.400 centroid=0.001,0.003,0.003,0.001,0.001,0.003,-0.000,-0.003,0.006,0.004,0.005,-0.009,0.005,0.003,0.006,-0.006,-0.002,-0.008,-0.004,0.001,0.001,-0.006,-0.004,0.005,-0.003,-0.006,-0.003,-0.003,-0.009,-0.006,-0.004,0.003
A7 teach_family name=fmuk conf=0.560 centroid=-0.000,0.002,0.007,-0.002,-0.003,-0.006,0.006,-0.001,0.010,0.011,0.008,-0.005,0.001,0.004,-0.005,0.001,-0.005,0.003,0.005,0.014,-0.009,-0.001,0.005,-0.002,-0.002,0.005,0.000,0.004,-0.003,-0.002,-0.008,0.001
A7 teach_family name=flotarsu conf=0.430 centroid=0.000,-0.003,-0.003,-0.000,-0.007,0.002,-0.000,0.004,-0.000,-0.001,0.006,-0.005,-0.002,0.001,0.001,-0.002,0.000,-0.010,0.000,0.006,-0.003,0.001,0.006,0.010,0.005,-0.000,-0.002,0.011,0.004,-0.004,0.002,-0.002
A7 teach_family name=fka conf=0.400 centroid=0.001,-0.003,0.001,-0.004,-0.000,0.005,0.005,-0.003,0.004,0.002,-0.000,-0.009,0.003,0.005,0.006,-0.005,0.001,-0.003,-0.001,-0.005,-0.002,-0.003,0.005,0.009,0.006,-0.005,0.002,0.008,0.001,0.002,-0.003,-0.008
A25 teach_family name=fvakzev conf=0.600 centroid=0.001,0.004,0.004,-0.006,0.003,0.002,-0.006,0.002,-0.010,-0.003,0.009,0.003,0.006,-0.006,-0.006,-0.009,-0.004,-0.007,-0.002,0.006,0.002,-0.010,0.000,-0.004,0.011,0.007,0.004,0.006,-0.009,0.013,-0.007,-0.002
A25 teach_family name=fka conf=0.570 centroid=0.001,-0.000,-0.007,-0.009,0.001,0.005,-0.008,0.003,0.001,-0.003,0.013,-0.011,-0.003,0.002,-0.005,-0.006,-0.000,-0.006,-0.002,-0.003,0.002,-0.001,-0.000,0.008,0.006,-0.002,0.001,0.006,0.003,0.005,-0.001,0.000
A25 teach_family name=fmuk conf=0.560 centroid=-0.000,0.002,0.007,-0.002,-0.003,-0.006,0.006,-0.001,0.010,0.011,0.008,-0.005,0.001,0.004,-0.005,0.001,-0.005,0.003,0.005,0.014,-0.009,-0.001,0.005,-0.002,-0.002,0.005,0.000,0.004,-0.003,-0.002,-0.008,0.001
A18 teach_family name=fvak conf=0.670 centroid=0.000,0.001,0.005,0.002,-0.007,-0.001,-0.007,-0.002,0.001,-0.002,0.008,-0.006,0.001,-0.001,-0.003,0.007,-0.002,-0.008,-0.006,0.003,0.009,-0.005,0.000,0.011,0.002,0.008,0.004,-0.003,0.004,0.006,-0.002,-0.008
A18 teach_family name=fmuk conf=0.560 centroid=-0.000,0.002,0.007,-0.002,-0.003,-0.006,0.006,-0.001,0.010,0.011,0.008,-0.005,0.001,0.004,-0.005,0.001,-0.005,0.003,0.005,0.014,-0.009,-0.001,0.005,-0.002,-0.002,0.005,0.000,0.004,-0.003,-0.002,-0.008,0.001
A18 teach_family name=flotol conf=0.400 centroid=0.001,0.003,0.003,0.001,0.001,0.003,-0.000,-0.003,0.006,0.004,0.005,-0.009,0.005,0.003,0.006,-0.006,-0.002,-0.008,-0.004,0.001,0.001,-0.006,-0.004,0.005,-0.003,-0.006,-0.003,-0.003,-0.009,-0.006,-0.004,0.003
A23 teach_family name=flotarsu conf=0.680 centroid=0.000,-0.003,-0.003,-0.000,-0.007,0.002,-0.000,0.004,-0.000,-0.001,0.006,-0.005,-0.002,0.001,0.001,-0.002,0.000,-0.010,0.000,0.006,-0.003,0.001,0.006,0.010,0.005,-0.000,-0.002,0.011,0.004,-0.004,0.002,-0.002
A23 teach_family name=fmuk conf=0.560 centroid=-0.000,0.002,0.007,-0.002,-0.003,-0.006,0.006,-0.001,0.010,0.011,0.008,-0.005,0.001,0.004,-0.005,0.001,-0.005,0.003,0.005,0.014,-0.009,-0.001,0.005,-0.002,-0.002,0.005,0.000,0.004,-0.003,-0.002,-0.008,0.001
A23 teach_family name=fka conf=0.400 centroid=0.001,-0.003,0.001,-0.004,-0.000,0.005,0.005,-0.003,0.004,0.002,-0.000,-0.009,0.003,0.005,0.006,-0.005,0.001,-0.003,-0.001,-0.005,-0.002,-0.003,0.005,0.009,0.006,-0.005,0.002,0.008,0.001,0.002,-0.003,-0.008
A7 teach_family name=flotarsu conf=0.680 centroid=0.000,-0.003,-0.003,-0.000,-0.007,0.002,-0.000,0.004,-0.000,-0.001,0.006,-0.005,-0.002,0.001,0.001,-0.002,0.000,-0.010,0.000,0.006,-0.003,0.001,0.006,0.010,0.005,-0.000,-0.002,0.011,0.004,-0.004,0.002,-0.002
A7 teach_family name=fmuk conf=0.560 centroid=-0.000,0.002,0.007,-0.002,-0.003,-0.006,0.006,-0.001,0.010,0.011,0.008,-0.005,0.001,0.004,-0.005,0.001,-0.005,0.003,0.005,0.014,-0.009,-0.001,0.005,-0.002,-0.002,0.005,0.000,0.004,-0.003,-0.002,-0.008,0.001
A7 teach_family name=fka conf=0.400 centroid=0.001,-0.003,0.001,-0.004,-0.000,0.005,0.005,-0.003,0.004,0.002,-0.000,-0.009,0.003,0.005,0.006,-0.005,0.001,-0.003,-0.001,-0.005,-0.002,-0.003,0.005,0.009,0.006,-0.005,0.002,0.008,0.001,0.002,-0.003,-0.008
A19 teach_family name=fsutarrin conf=0.870 centroid=0.000,-0.001,0.003,0.007,-0.002,0.000,-0.003,-0.002,0.001,-0.007,-0.003,-0.010,0.006,0.006,0.005,0.009,0.004,-0.005,0.003,-0.001,0.006,-0.004,-0.012,0.011,-0.002,-0.001,-0.000,0.001,0.002,-0.000,-0.001,0.004
A19 teach_family name=fmuk conf=0.560 centroid=-0.000,0.002,0.007,-0.002,-0.003,-0.006,0.006,-0.001,0.010,0.011,0.008,-0.005,0.001,0.004,-0.005,0.001,-0.005,0.003,0.005,0.014,-0.009,-0.001,0.005,-0.002,-0.002,0.005,0.000,0.004,-0.003,-0.002,-0.008,0.001
A19 teach_family name=fmuktolsu conf=0.550 centroid=0.000,0.004,0.002,0.007,-0.010,0.004,-0.002,-0.004,-0.006,0.004,-0.005,0.000,-0.003,0.002,0.003,-0.003,0.003,-0.004,-0.005,0.007,0.005,-0.008,-0.012,0.015,-0.002,-0.002,0.005,0.006,0.004,0.012,-0.004,-0.003
A20 teach_family name=fkabelmuk conf=0.610 centroid=0.001,0.001,0.000,-0.005,-0.002,0.013,0.000,-0.007,-0.004,0.003,0.000,-0.013,-0.007,-0.019,0.006,-0.007,-0.004,-0.008,-0.004,-0.004,0.007,0.000,0.002,0.003,-0.006,-0.005,0.002,0.003,-0.001,0.005,-0.004,0.009
A20 teach_family name=fmuk conf=0.560 centroid=-0.000,0.002,0.007,-0.002,-0.003,-0.006,0.006,-0.001,0.010,0.011,0.008,-0.005,0.001,0.004,-0.005,0.001,-0.005,0.003,0.005,0.014,-0.009,-0.001,0.005,-0.002,-0.002,0.005,0.000,0.004,-0.003,-0.002,-0.008,0.001
A20 teach_family name=fbel conf=0.480 centroid=0.000,0.004,0.007,0.000,-0.007,0.006,-0.003,-0.000,-0.005,0.005,-0.006,0.001,-0.007,0.004,-0.000,-0.005,0.001,-0.002,-0.003,0.003,0.003,0.002,-0.001,0.005,-0.004,-0.003,0.001,0.001,0.001,0.001,0.001,-0.004
A25 teach_family name=fvakzev conf=0.830 centroid=0.001,0.004,0.004,-0.006,0.003,0.002,-0.006,0.002,-0.010,-0.003,0.009,0.003,0.006,-0.006,-0.006,-0.009,-0.004,-0.007,-0.002,0.006,0.002,-0.010,0.000,-0.004,0.011,0.007,0.004,0.006,-0.009,0.013,-0.007,-0.002
A25 teach_family name=fka conf=0.590 centroid=0.001,-0.000,-0.007,-0.009,0.001,0.005,-0.008,0.003,0.001,-0.003,0.013,-0.011,-0.003,0.002,-0.005,-0.006,-0.000,-0.006,-0.002,-0.003,0.002,-0.001,-0.000,0.008,0.006,-0.002,0.001,0.006,0.003,0.005,-0.001,0.000
A25 teach_family name=fmuk conf=0.560 centroid=-0.000,0.002,0.007,-0.002,-0.003,-0.006,0.006,-0.001,0.010,0.011,0.008,-0.005,0.001,0.004,-0.005,0.001,-0.005,0.003,0.005,0.014,-0.009,-0.001,0.005,-0.002,-0.002,0.005,0.000,0.004,-0.003,-0.002,-0.008,0.001
A7 teach_family name=flotarsu conf=0.900 centroid=0.000,-0.003,-0.003,-0.000,-0.007,0.002,-0.000,0.004,-0.000,-0.001,0.006,-0.005,-0.002,0.001,0.001,-0.002,0.000,-0.010,0.000,0.006,-0.003,0.001,0.006,0.010,0.005,-0.000,-0.002,0.011,0.004,-0.004,0.002,-0.002
A7 teach_family name=fmuk conf=0.560 centroid=-0.000,0.002,0.007,-0.002,-0.003,-0.006,0.006,-0.001,0.010,0.011,0.008,-0.005,0.001,0.004,-0.005,0.001,-0.005,0.003,0.005,0.014,-0.009,-0.001,0.005,-0.002,-0.002,0.005,0.000,0.004,-0.003,-0.002,-0.008,0.001
A7 teach_family name=fka conf=0.400 centroid=0.001,-0.003,0.001,-0.004,-0.000,0.005,0.005,-0.003,0.004,0.002,-0.000,-0.009,0.003,0.005,0.006,-0.005,0.001,-0.003,-0.001,-0.005,-0.002,-0.003,0.005,0.009,0.006,-0.005,0.002,0.008,0.001,0.002,-0.003,-0.008
A29 teach_family name=ftolsutar conf=0.870 centroid=0.001,0.007,-0.006,0.004,-0.006,0.009,0.001,-0.005,-0.004,0.001,-0.007,-0.003,0.009,0.001,0.007,0.004,0.001,-0.009,-0.001,0.008,-0.007,-0.005,-0.009,0.008,-0.003,-0.005,-0.001,0.005,-0.006,0.006,-0.003,-0.005
A29 teach_family name=fmuk conf=0.560 centroid=-0.000,0.002,0.007,-0.002,-0.003,-0.006,0.006,-0.001,0.010,0.011,0.008,-0.005,0.001,0.004,-0.005,0.001,-0.005,0.003,0.005,0.014,-0.009,-0.001,0.005,-0.002,-0.002,0.005,0.000,0.004,-0.003,-0.002,-0.008,0.001
A29 teach_family name=flotol conf=0.400 centroid=0.001,0.003,0.003,0.001,0.001,0.003,-0.000,-0.003,0.006,0.004,0.005,-0.009,0.005,0.003,0.006,-0.006,-0.002,-0.008,-0.004,0.001,0.001,-0.006,-0.004,0.005,-0.003,-0.006,-0.003,-0.003,-0.009,-0.006,-0.004,0.003
A19 teach_family name=fsutarrin conf=0.870 centroid=0.000,-0.001,0.003,0.007,-0.002,0.000,-0.003,-0.002,0.001,-0.007,-0.003,-0.010,0.006,0.006,0.005,0.009,0.004,-0.005,0.003,-0.001,0.006,-0.004,-0.012,0.011,-0.002,-0.001,-0.000,0.001,0.002,-0.000,-0.001,0.004
A19 teach_family name=fmuktolsu conf=0.740 centroid=0.000,0.004,0.002,0.007,-0.010,0.004,-0.002,-0.004,-0.006,0.004,-0.005,0.000,-0.003,0.002,0.003,-0.003,0.003,-0.004,-0.005,0.007,0.005,-0.008,-0.012,0.015,-0.002,-0.002,0.005,0.006,0.004,0.012,-0.004,-0.003
A19 teach_family name=fmuk conf=0.560 centroid=-0.000,0.002,0.007,-0.002,-0.003,-0.006,0.006,-0.001,0.010,0.011,0.008,-0.005,0.001,0.004,-0.005,0.001,-0.005,0.003,0.005,0.014,-0.009,-0.001,0.005,-0.002,-0.002,0.005,0.000,0.004,-0.003,-0.002,-0.008,0.001
A25 teach_family name=fvakzev conf=0.830 centroid=0.001,0.004,0.004,-0.006,0.003,0.002,-0.006,0.002,-0.010,-0.003,0.009,0.003,0.006,-0.006,-0.006,-0.009,-0.004,-0.007,-0.002,0.006,0.002,-0.010,0.000,-0.004,0.011,0.007,0.004,0.006,-0.009,0.013,-0.007,-0.002
A25 teach_family name=fka conf=0.590 centroid=0.001,-0.000,-0.007,-0.009,0.001,0.005,-0.008,0.003,0.001,-0.003,0.013,-0.011,-0.003,0.002,-0.005,-0.006,-0.000,-0.006,-0.002,-0.003,0.002,-0.001,-0.000,0.008,0.006,-0.002,0.001,0.006,0.003,0.005,-0.001,0.000
A25 teach_family name=fmuk conf=0.560 centroid=-0.000,0.002,0.007,-0.002,-0.003,-0.006,0.006,-0.001,0.010,0.011,0.008,-0.005,0.001,0.004,-0.005,0.001,-0.005,0.003,0.005,0.014,-0.009,-0.001,0.005,-0.002,-0.002,0.005,0.000,0.004,-0.003,-0.002,-0.008,0.001
A6 teach_family name=ftarsulo conf=0.810 centroid=0.001,0.006,-0.010,0.009,0.003,-0.000,-0.003,0.007,-0.002,0.003,0.002,-0.006,0.001,-0.000,-0.001,-0.005,0.005,-0.004,0.006,-0.002,-0.002,0.003,0.006,0.003,-0.004,0.001,0.001,-0.002,0.004,-0.002,0.007,-0.004
A6 teach_family name=fmuk conf=0.560 centroid=-0.000,0.002,0.007,-0.002,-0.003,-0.006,0.006,-0.001,0.010,0.011,0.008,-0.005,0.001,0.004,-0.005,0.001,-0.005,0.003,0.005,0.014,-0.009,-0.001,0.005,-0.002,-0.002,0.005,0.000,0.004,-0.003,-0.002,-0.008,0.001
A6 teach_family name=flotol conf=0.400 centroid=0.001,0.003,0.003,0.001,0.001,0.003,-0.000,-0.003,0.006,0.004,0.005,-0.009,0.005,0.003,0.006,-0.006,-0.002,-0.008,-0.004,0.001,0.001,-0.006,-0.004,0.005,-0.003,-0.006,-0.003,-0.003,-0.009,-0.006,-0.004,0.003
A20 teach_family name=fkabelmuk conf=1.000 centroid=0.001,0.001,0.000,-0.005,-0.002,0.013,0.000,-0.007,-0.004,0.003,0.000,-0.013,-0.007,-0.019,0.006,-0.007,-0.004,-0.008,-0.004,-0.004,0.007,0.000,0.002,0.003,-0.006,-0.005,0.002,0.003,-0.001,0.005,-0.004,0.009
A20 teach_family name=fmuk conf=0.560 centroid=-0.000,0.002,0.007,-0.002,-0.003,-0.006,0.006,-0.001,0.010,0.011,0.008,-0.005,0.001,0.004,-0.005,0.001,-0.005,0.003,0.005,0.014,-0.009,-0.001,0.005,-0.002,-0.002,0.005,0.000,0.004,-0.003,-0.002,-0.008,0.001
A20 teach_family name=fbel conf=0.480 centroid=0.000,0.004,0.007,0.000,-0.007,0.006,-0.003,-0.000,-0.005,0.005,-0.006,0.001,-0.007,0.004,-0.000,-0.005,0.001,-0.002,-0.003,0.003,0.003,0.002,-0.001,0.005,-0.004,-0.003,0.001,0.001,0.001,0.001,0.001,-0.004
A12 teach_family name=flotarsu conf=1.000 centroid=0.000,-0.003,-0.003,-0.000,-0.007,0.002,-0.000,0.004,-0.000,-0.001,0.006,-0.005,-0.002,0.001,0.001,-0.002,0.000,-0.010,0.000,0.006,-0.003,0.001,0.006,0.010,0.005,-0.000,-0.002,0.011,0.004,-0.004,0.002,-0.002
A12 teach_family name=fmuk conf=0.560 centroid=-0.000,0.002,0.007,-0.002,-0.003,-0.006,0.006,-0.001,0.010,0.011,0.008,-0.005,0.001,0.004,-0.005,0.001,-0.005,0.003,0.005,0.014,-0.009,-0.001,0.005,-0.002,-0.002,0.005,0.000,0.004,-0.003,-0.002,-0.008,0.001
A12 teach_family name=fka conf=0.400 centroid=0.001,-0.003,0.001,-0.004,-0.000,0.005,0.005,-0.003,0.004,0.002,-0.000,-0.009,0.003,0.005,0.006,-0.005,0.001,-0.003,-0.001,-0.005,-0.002,-0.003,0.005,0.009,0.006,-0.005,0.002,0.008,0.001,0.002,-0.003,-0.008
A16 teach_family name=fbelrinrin conf=1.000 centroid=0.000,0.003,0.000,-0.007,-0.009,0.005,0.001,-0.006,0.003,-0.005,-0.001,-0.003,0.000,-0.009,0.001,0.003,-0.004,-0.000,-0.005,0.001,0.005,0.001,0.002,0.009,0.000,0.002,0.010,0.014,0.009,0.000,-0.004,-0.008
